herramienta,severidad,hallazgo,norma_iso,objetivo_cobit
Trivy,HIGH,CVE-2026-9538: perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-13221: perl: Perl: Incorrect regular expression processing via large regular expressions,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-42496: perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-8376: perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-42497: perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-48962: perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-57432: perl: Perl: Information disclosure via integer overflow in pack/unpack operations,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-57433: Storable: Storable: Denial of Service via signed integer overflow in deserialization,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-9538: perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76642: util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78408: util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78409: util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-78410: util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2025-68121: crypto/tls: crypto/tls: Incorrect certificate validation during TLS session resumption,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-61726: golang: net/url: Memory exhaustion in query parameter parsing in net/url,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-61729: crypto/x509: golang: Denial of Service due to excessive resource consumption via crafted certificate,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-25679: net/url: Incorrect parsing of IPv6 host literals in net/url,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-27145: crypto/x509: golang: golang crypto/x509: Denial of Service via excessive processing of DNS SAN entries,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-32280: crypto/x509: crypto/tls: golang: Go: Denial of Service vulnerability in certificate chain building,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-32281: crypto/x509: golang: Go crypto/x509: Denial of Service via inefficient certificate chain validation,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-32283: crypto/tls: golang: Go crypto/tls: Denial of Service via multiple TLS 1.3 key update messages,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-33811: net: golang: Go net package: Denial of Service via long CNAME response in LookupCNAME,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-33814: net/http/internal/http2: golang: golang.org/x/net: Go HTTP/2: Denial of Service via malformed SETTINGS_MAX_FRAME_SIZE frame,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-33818: encoding/asn1: golang: Go encoding/asn1: Denial of Service via excessive recursion in Unmarshal,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-39820: net/mail: golang: Go net/mail: Denial of Service via crafted email inputs,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-39821: golang.org/x/net/idna: golang: net/http: golang.org/x/net/idna: Privilege escalation via incorrect Punycode label processing,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-39822: golang: Go os.Root: Symlink following vulnerability allows directory traversal,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-39836: net: golang: Go net package: Denial of Service via NUL byte in Dial and LookupPort on Windows,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-42499: net/mail: golang: net/mail: Denial of Service via pathological email address parsing,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-42504: mime: golang: Golang MIME: Denial of Service via maliciously-crafted MIME header,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-56853: net/http: golang: Go net/http: Unencrypted HTTP/2 connections vulnerable to Denial of Service,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-56858: html/template: golang: Go html/template: Cross-Site Scripting via pathological input,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-56859: encoding/xml: golang: Go: Denial of Service via XML decoding recursion depth issue,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-56860: net/url: golang: golang net/url: Denial of Service from quadratic complexity in path resolution,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-56862: crypto/tls: golang: Golang crypto/tls: Denial of Service via indefinite KeyUpdate messages,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76642: util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78408: util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78409: util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-78410: util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-12064: curl: curl: SSH host verification bypass when using schemeless URLs with SFTP/SCP,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-8286: curl: curl: Insecure connection establishment due to TLS configuration mismatch,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-8458: curl: libcurl: Unauthorized connection reuse due to a logical error,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-8927: curl: Information disclosure due to uncleared proxy authentication state,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-41992: gzip: gzip: Information disclosure via global buffer overflow in LZH decompression,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-56372: ImageMagick: ImageMagick: Information Disclosure and Denial of Service,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-56374: ImageMagick: ImageMagick: Denial of Service and Information Disclosure via heap buffer overflow in FTXT encoder,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61857: ImageMagick: ImageMagick: Application crashes via malicious XMP profiles,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61861: ImageMagick: ImageMagick: Use-after-free vulnerability leading to denial of service or code execution,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61863: ImageMagick: ImageMagick: Memory leak in TIFF encoder,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61866: ImageMagick: ImageMagick: Memory leak in JNG encoder can lead to denial of service,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61870: ImageMagick: ImageMagick: Denial of Service via specially crafted VIFF images,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-86420: ImageMagick: ImageMagick: Denial of Service due to memory budget exhaustion,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-86421: ImageMagick: ImageMagick: Denial of Service via memory leak in MSL decoder,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-54369: acl: Symlink traversal privilege escalation via libacl functions,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76642: util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78408: util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78409: util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-78410: util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-34980: cups: OpenPrinting CUPS: Shared PostScript queue lets anonymous Print-Job requests reach `lp` code execution over the network,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-12064: curl: curl: SSH host verification bypass when using schemeless URLs with SFTP/SCP,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-8286: curl: curl: Insecure connection establishment due to TLS configuration mismatch,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-8458: curl: libcurl: Unauthorized connection reuse due to a logical error,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-8927: curl: Information disclosure due to uncleared proxy authentication state,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-33164: libde265 is an open source implementation of the h.265 video codec. Pr ...,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76956: libexpat: libexpat: Denial of Service via hash flooding attack with crafted XML,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76957: libexpat: libexpat: Memory corruption vulnerability allows arbitrary code execution or denial of service,A.8.8,DSS05.07
Trivy,CRITICAL,"CVE-2026-58016: glib: integer underflow in gio/gdbusintrospection.c via ""g_dbus_node_info_new_for_xml""",A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-58010: glib: buffer over-read in glib/gvariant-serialiser.c via gvs_tuple_is_normal(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-58011: glib: out-of-bounds read in glib/gdatetime.c:g_date_time_get_ymd via invalid GDateTime,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-58012: glib: buffer over-read in g_regex_replace() via glib/gregex.c:string_append() and g_utf8_next_char(),A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-58013: glib: buffer over-read in glib/giochannel.c via ""g_io_channel_read_line_backend""",A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-58014: glib: off-by-one error in glib/gkeyfile.c via ""g_key_file_get_locale_string_list""",A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-58015: glib: path traversal in glib/gio/gdbusauthmechanismsha1.c via keyring_lookup_entry and mechanism_client_data_receive,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76642: util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78408: util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78409: util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-78410: util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-56372: ImageMagick: ImageMagick: Information Disclosure and Denial of Service,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-56374: ImageMagick: ImageMagick: Denial of Service and Information Disclosure via heap buffer overflow in FTXT encoder,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61857: ImageMagick: ImageMagick: Application crashes via malicious XMP profiles,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61861: ImageMagick: ImageMagick: Use-after-free vulnerability leading to denial of service or code execution,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61863: ImageMagick: ImageMagick: Memory leak in TIFF encoder,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61866: ImageMagick: ImageMagick: Memory leak in JNG encoder can lead to denial of service,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61870: ImageMagick: ImageMagick: Denial of Service via specially crafted VIFF images,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-86420: ImageMagick: ImageMagick: Denial of Service due to memory budget exhaustion,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-86421: ImageMagick: ImageMagick: Denial of Service via memory leak in MSL decoder,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-56372: ImageMagick: ImageMagick: Information Disclosure and Denial of Service,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-56374: ImageMagick: ImageMagick: Denial of Service and Information Disclosure via heap buffer overflow in FTXT encoder,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61857: ImageMagick: ImageMagick: Application crashes via malicious XMP profiles,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61861: ImageMagick: ImageMagick: Use-after-free vulnerability leading to denial of service or code execution,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61863: ImageMagick: ImageMagick: Memory leak in TIFF encoder,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61866: ImageMagick: ImageMagick: Memory leak in JNG encoder can lead to denial of service,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-61870: ImageMagick: ImageMagick: Denial of Service via specially crafted VIFF images,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-86420: ImageMagick: ImageMagick: Denial of Service due to memory budget exhaustion,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-86421: ImageMagick: ImageMagick: Denial of Service via memory leak in MSL decoder,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76642: util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78408: util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78409: util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-78410: util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-69720: ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-13221: perl: Perl: Incorrect regular expression processing via large regular expressions,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-42496: perl-archive-tar: perl-archive-tar: Path traversal via crafted symlinks allows arbitrary file access,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-8376: perl: Perl: Heap buffer overflow when compiling regular expressions on 32-bit builds,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-42497: perl-Archive-Tar: perl-Archive-Tar: Arbitrary file modification via crafted hardlinks during archive extraction,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-48962: perl-IO-Compress: perl-IO-Compress: Arbitrary code execution via attacker-controlled output glob,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-57432: perl: Perl: Information disclosure via integer overflow in pack/unpack operations,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-57433: Storable: Storable: Denial of Service via signed integer overflow in deserialization,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-9538: perl-Archive-Tar: perl-Archive-Tar: Denial of Service via crafted tar header with large entry size,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-20884: LibRaw: LibRaw: Arbitrary code execution via integer overflow in deflate_dng_load_raw,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-24450: LibRaw: LibRaw: Arbitrary code execution via a specially crafted malicious file,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-24660: LibRaw: LibRaw: Memory Corruption via Malicious File Processing,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-20889: LibRaw: LibRaw: Arbitrary code execution via specially crafted image file,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-21413: LibRaw: LibRaw: Arbitrary code execution via heap-based buffer overflow in lossless JPEG loading,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76642: util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78408: util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78409: util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-78410: util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-11822: sqlite: SQLite: Arbitrary code execution via crafted FTS5 full-text search data,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-11824: sqlite: SQLite: Arbitrary code execution and crash via heap-based buffer overflow in FTS5,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-58050: libssh2: libssh2: Heap buffer overflow via integer overflow in publickey attribute allocation,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-14456: openssl: OpenSSL: Denial of Service via unbounded memory growth in QUIC server,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-16742: systemd: systemd-homed: Local privilege escalation via missing home-record signature verification,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-36849: [Denial of Service via large SamplesPerPixel tag],A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-52490: libtiff: libtiff: Arbitrary code execution via process_command_opts() function,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-69720: ncurses: ncurses: Buffer overflow vulnerability may lead to arbitrary code execution.,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-16742: systemd: systemd-homed: Local privilege escalation via missing home-record signature verification,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-76642: util-linux: util-linux: failed external mount helper still runs privileged X-mount post-hooks,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78408: util-linux: util-linux: nsenter --join-cgroup leaks root cgroup migration authority,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-78409: util-linux: util-linux: X-mount.subdir detached-tree resolution can escape via intermediate symlinks,A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-78410: util-linux: util-linux: restricted bind mounts do not pin the source, allowing X-mount.owner/group/mode redirection",A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-6653: libxml2: mingw-libxml2: libxml2: Denial of Service via crafted XML input due to use-after-free,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-86140: libxml2: libxml2: Arbitrary code execution via stack-based buffer overflow in xmlSnprintfElements,A.8.8,DSS05.07
Trivy,CRITICAL,CVE-2026-43185: kernel: ksmbd: fix signededness bug in smb_direct_prepare_negotiation(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2013-7445: kernel: memory exhaustion via crafted Graphics Execution Manager (GEM) objects,A.8.8,DSS05.07
Trivy,HIGH,CVE-2019-19449: kernel: mounting a crafted f2fs filesystem image can lead to slab-out-of-bounds read access in f2fs_build_segment_manager in fs/f2fs/segment.c,A.8.8,DSS05.07
Trivy,HIGH,CVE-2019-19814: kernel: out-of-bounds write in __remove_dirty_segment in fs/f2fs/segment.c,A.8.8,DSS05.07
Trivy,HIGH,CVE-2021-3847: kernel: low-privileged user privileges escalation,A.8.8,DSS05.07
Trivy,HIGH,CVE-2021-3864: kernel: descendant's dumpable setting with certain SUID binaries,A.8.8,DSS05.07
Trivy,HIGH,CVE-2024-21803: kernel: bluetooth: use-after-free vulnerability in af_bluetooth.c,A.8.8,DSS05.07
Trivy,HIGH,CVE-2024-58015: kernel: wifi: ath12k: Fix for out-of bound access error,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-22104: kernel: ibmvnic: Use kernel helpers for hex dumps,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-38137: kernel: PCI/pwrctrl: Cancel outstanding rescan work when unregistering,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-38187: kernel: drm/nouveau: fix a use-after-free in r535_gsp_rpc_push(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-38204: kernel: jfs: fix array-index-out-of-bounds read in add_missing_indices,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-38206: kernel: Kernel: Double free vulnerability in exFAT filesystem can lead to denial of service,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-38421: kernel: platform/x86/amd: pmf: Use device managed allocations,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-38636: kernel: rv: Use strings in da monitors tracepoints,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-39859: kernel: ptp: ocp: fix use-after-free bugs causing by ptp_ocp_watchdog,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-39862: kernel: wifi: mt76: mt7915: fix list corruption after hardware restart,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-39958: kernel: iommu/s390: Make attach succeed when the device was surprise removed,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-40025: kernel: f2fs: fix to do sanity check on node footer for non inode dnode,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-68174: kernel: Linux kernel AMD KFD: Race condition causes system crash,A.8.8,DSS05.07
Trivy,HIGH,CVE-2025-68735: kernel: Kernel: Privilege escalation via use-after-free in drm/panthor,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-23102: kernel: Linux kernel: Denial of Service due to incorrect SVE context restoration,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-23208: kernel: ALSA: usb-audio: Prevent excessive number of frames,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-23327: kernel: cxl/mbox: validate payload size before accessing contents in cxl_payload_from_user_allowed(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-31493: kernel: RDMA/efa: Fix use of completion ctx after free,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-31536: kernel: smb: server: let send_done handle a completion without IB_SEND_SIGNALED,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-31568: kernel: s390/mm: Add missing secure storage access fixups for donated memory,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-43198: kernel: tcp: fix potential race in tcp_v6_syn_recv_sock(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-43263: kernel: media: chips-media: wave5: Fix Null reference while testing fluster,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-46130: kernel: dm-verity-fec: fix reading parity bytes split across blocks (take 3),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-46181: kernel: RDMA/mlx4: Fix mis-use of RCU in mlx4_srq_event(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-46279: kernel: mm/alloc_tag: clear codetag for pages allocated before page_ext initialization,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-52991: kernel: sched/psi: fix race between file release and pressure write,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-53000: kernel: netfilter: nat: use kfree_rcu to release ops,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-53010: kernel: ksmbd: fix use-after-free in smb2_open during durable reconnect,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-53089: kernel: bpf: Fix use-after-free in offloaded map/prog info fill,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-53091: kernel: net: pull headers in qdisc_pkt_len_segs_init(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-53109: kernel: powerpc/pgtable-frag: Fix bad page state in pte_frag_destroy,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-53118: kernel: vdpa: use generic driver_override infrastructure,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-53277: kernel: KVM: arm64: Take the SRCU lock for page table walks in fault injection and AT emulation,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-53330: kernel: drm/amd/display: Fix out-of-bounds read in dp_get_eq_aux_rd_interval(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-63879: kernel: drm/amdgpu: fix amdgpu_hmm_range_get_pages,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-64017: kernel: blk-mq: pop cached request if it is usable,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-64283: kernel: KVM: guest_memfd: Treat memslot binding offset+size as unsigned values,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-68159: kernel: Linux kernel: libceph stack out-of-bounds write via crafted OSDMap,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-68166: kernel: Linux kernel: Arbitrary code execution via userfaultfd shadow stack manipulation,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-68264: kernel: drm/xe/pt: Reset current_op in xe_pt_update_ops_init(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-68409: kernel: wifi: mac80211: defer link RX stats percpu free to RCU,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-68426: kernel: xfrm: fix stale skb->prev after async crypto steals a GSO segment,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-68470: kernel: wifi: mac80211: validate extension-frame layout before RX,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-68480: kernel: AMD-SN-7061: Safe RET Interrupt Vulnerability,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-72042: kernel: ipmi: Fix user refcount underflow in event delivery,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-72098: kernel: dm-verity: fix buffer overflow in FEC calculation,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-72463: kernel: xfrm: Fix dev use-after-free in xfrm async resumption,A.8.8,DSS05.07
Trivy,HIGH,"CVE-2026-74268: In the Linux kernel, the following vulnerability has been resolved:  t ...",A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74269: kernel: bnxt: fix head underflow on XDP head-grow,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74446: kernel: drm/amdkfd: hold event_mutex while checkpointing CRIU events,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74476: kernel: veth: convert frag_list skbs before running XDP,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74480: kernel: net: bridge: stop fast-leave after deleting a port group,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74488: kernel: wifi: mwifiex: use the subframe length when parsing A-MSDU TDLS frames,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74502: kernel: ALSA: ump: fix double free of out_cvts on rawmidi error,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74503: kernel: ALSA: timer: Clear SNDRV_TIMER_IFLG_DEAD once the close completes,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74509: kernel: Bluetooth: hci_sync: Fix advertising data UAFs,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74516: kernel: KVM: SVM: Update x2APIC MSR intercepts if AVIC is inhibited while L2 is active,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74518: kernel: mm/hugetlb: fix list corruption in allocate_file_region_entries(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74520: kernel: iommu/iommufd: Fix IOPF group ownership UAF,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74556: kernel: scsi: libiscsi_tcp: Bound SCSI Response data segment to the connection buffer,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74569: kernel: netfilter: nf_conntrack_sip: widen NAT rewrite delta to s32 in sip_help_tcp(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74580: kernel: vhost: reset the vring metadata cache on vring reconfiguration,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74581: kernel: net: ipv6: use-after-free in fib6_rule_suppress due to stale res->rt6 pointer,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74582: kernel: packet: use consistent hard_header_len in non-ring send paths,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74583: kernel: net/sched: cls_route: fix fastmap use-after-free on filter,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74586: kernel: sctp: clear new_transport when removing a peer,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74588: kernel: sctp: keep chunk->transport in step with the list it is queued on,A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74597: kernel: ip6_tunnel: clear skb2->cb[] in ip6ip6_err(),A.8.8,DSS05.07
Trivy,HIGH,CVE-2026-74611: kernel: tls: rx: restore msg_iter before TLS 1.3 optimistic retry,A.8.8,DSS05.07
